ID,countries,Announcement Date,Type of Aid General,Type of Aid Specific,Explanation,Monetary Value as Given by Source,Original Currency,Item,Type of item,Soviet origin (1),No. of Units,No. of Units delivered (in-kind military aid),Unit Price in USD,"Value committed (own estimate, in USD)","Value delivered (own estimate, in USD)",Total ,Converted Value in EUR,Total monetary value delivered in EUR,Official Source,Source of Aid 1,Source of Aid 2,Source of Aid 3,Source of Aid 4,Bilateral loan/grant made through IMF or WB?,Updated/newly added entry,Source for Delivery,,,,,,,,,,,,,,,
FRM4,France,31/5/2022,Military,Weapons and equipment,The French Ministry of Defence declared that France will boost military aid to Ukraine. No further information regarding the new shipments was disclosed.,Not given,.,.,.,.,.,.,.,.,.,.,.,.,No ,https://www.thedefensepost.com/2022/05/31/france-boost-arms-supplies-ukraine/,.,.,.,0,0,.,,,,,,,,,,,,,,,
FRM5,France,30.06.2022,Military,Weapons,Pledge of six additional CAESAR howitzers and an undisclosed number of armoured vehicles to Ukraine.,Not given,USD,CAESAR artillery howitzer,4.0,.,6,0,5500000,"33,000,000",0,"33,000,000","31,250,000",.,Yes,https://twitter.com/EmmanuelMacron/status/1542480626560942080,.,.,.,0,1,.,,,,,,,,,,,,,,,
,,,,,,,,armored vehicle,1.0,.,undisclosed,.,60000,.,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEH1,Germany,until 5/6/2022,Humanitarian,Assistance and Equipment,"According to the official website of the German Ministry for Economic Development and Cooperation, Germany's humanitarian aid to Ukraine amounts to 185 million EUR. Here, we also include previous humanitarian aid coordinated by the Ministry for Development and Cooperation and the 38.5 million EUR approved on March 7 (see ""Source of aid 2"").","185,000,000",EUR,.,.,.,.,.,.,.,.,"185,000,000","185,000,000",.,No ,https://www.bmz.de/de/laender/ukraine,https://www.deutschland.de/en/news/ticker-solidarity-with-ukraine,.,.,0,0,.,,,,,,,,,,,,,,,
DEH2,Germany,9/4/2022,Humanitarian,Assistance,"During the ""Stand Up for Ukraine"" donor's conference on April 9, Chancellor Olaf Scholz announced that the German government will send 425 million EUR in humanitarian aid to Ukraine and neighbouring countries. According to an E-Mail received by the Ministry of Economic Development and Cooperation, 55 million EUR out of the annouced 425 million EUR are part of 185 million EUR pledged by the German Ministry of Economic Development and Cooperation (see DEH1) and therefore are not included in this entry (425-55=370).","370,000,000",EUR,.,.,.,.,.,.,.,.,"370,000,000","370,000,000",.,Yes ,https://www.youtube.com/watch?v=xsRCOOin-0U,.,.,.,0,0,.,,,,,,,,,,,,,,,
DEH3,Germany,9/4/2022,Humanitarian,Assistance,"During the ""Stand Up for the Ukraine"" donor's conference chancellor Olaf Scholz announced that the German government will send 70 million EUR in humanitarian aid to Ukraine. We do report the 425 million EUR announced by Scholz on the same day (see ""Source of Aid 1"", DEH2), and we report the 185 million EUR effectively reported by the Germany Ministry of Economic Development and Cooperation (see DEH1).","70,000,000",EUR,.,.,.,.,.,.,.,.,"70,000,000","70,000,000",.,Yes ,https://www.youtube.com/watch?v=xsRCOOin-0U,https://www.globalcitizen.org/en/content/stand-up-for-ukraine-impact-report/,.,.,0,0,.,,,,,,,,,,,,,,,
DEH4,Germany,5/5/2022,Humanitarian,Assistance,"Not specified. Announced by Olaf Scholz during the ""Stand Up for Ukraine"" event on May 5. This is in addition to the two loans reported in DEF1, and the intended 140 million EUR in development aid (which we do not include since it refers to an intention and not a commitment). ","125,000,000",EUR,.,.,.,.,.,.,.,.,"125,000,000","125,000,000",.,No ,https://interfax.com.ua/news/general/829945.html,.,.,.,0,0,.,,,,,,,,,,,,,,,
DEM1,Germany,1/7/2022,Military,Weapons and equipment,"Germany published a list of delivered and committed items to Ukraine (constantly updated) , which we report in DEM1 and DEM2. The entries reported in DEM2 are financed with the 1,2 billion EUR in in-kind military support pledged by Scholz, the German Chancellor, on April 15. Since no monetary value was officially declared, we computed the total monetary value of the items using retail market prices. ",Not given,USD,Stinger anti-aircraft system,3.0,0,500,500,119000,"59,500,000","59,500,000","252,942,684","239,529,057","239,529,057",Yes,https://www.n-tv.de/politik/Deutsche-Waffenlieferungen-an-die-Ukraine-Nicht-alle-Exporte-werden-erfasst-article23304309.html,https://plus.tagesspiegel.de/politik/raketen-schusswaffen-helme-welche-lander-schicken-der-ukraine-militarische-ausrustung-437908.html,https://www.spiegel.de/politik/deutschland/ukraine-krieg-deutschland-lieferte-waffen-fuer-37-millionen-euro-a-460a7b35-70aa-40bb-8ec7-80f5606f0d5a,https://www.bundesregierung.de/breg-de/themen/krieg-in-der-ukraine/lieferungen-ukraine-2054514,0,1,https://www.bundesregierung.de/breg-de/themen/krieg-in-der-ukraine/lieferungen-ukraine-2054514, , , , , , , , , , , , , , ,
,,,,,,,,Strela missile,3.5,1,2700,27,22700,"61,290,000","612,900",,,,,,,,,,,, , , , , , , , , , , , , , ,
,,,,,,,,Panzerfaust 3,3.0,0,900,900,10000,"9,000,000","9,000,000",,,,,,,,,,,, , , , , , , , , , , , , , ,
,,,,,,,,round of ammunition for Panzerfaust 3,3.5,0,3000,3,250,,.,,,,,,,,,,,, , , , , , , , , , , , , , ,
,,,,,,,,MG3,2.0,0,100,100,3000,"300,000","300,000",,,,,,,,,,,, , , , , , , , , , , , , , ,
,,,,,,,,round of ammunition for MG3,2.5,0,8000000,8000000,"0,79",,.,,,,,,,,,,,, , , , , , , , , , , , , , ,
,,,,,,,,rifle + MG Round,2.0,0,8000000,8000000,1,,.,,,,,,,,,,,, , , , , , , , , , , , , , ,
,,,,,,,,round of ammunition for gun,2.5,0,5700000,5700000,1,,.,,,,,,,,,,,, , , , , , , , , , , , , , ,
,,,,,,,,artillery ammunition,4.5,0,10500,105,2000,"21,000,000","210,000",,,,,,,,,,,, , , , , , , , , , , , , , ,
,,,,,,,,Bunkerfaust,3.0,0,50,50,10000,"500,000","500,000",,,,,,,,,,,, , , , , , , , , , , , , , ,
,,,,,,,,hand grenade,2.0,0,100000,100,49,"4,900,000","4,900",,,,,,,,,,,, , , , , , , , , , , , , , ,
,,,,,,,,mine,2.5,0,14900,149,17,,.,,,,,,,,,,,, , , , , , , , , , , , , , ,
,,,,,,,,explosive charge,2.5,0,5300,53,15,"79,500",795,,,,,,,,,,,, , , , , , , , , , , , , , ,
,,,,,,,,helmet,1.0,0,28000,28,1400,"39,200,000","39,200",,,,,,,,,,,, , , , , , , , , , , , , , ,
,,,,,,,,ballistic vest,1.0,0,undisclosed,undisclosed,500,,.,,,,,,,,,,,, , , , , , , , , , , , , , ,
,,,,,,,,night vision device,1.0,0,353,353,7600,"2,682,800","2,682,800",,,,,,,,,,,, , , , , , , , , , , , , , ,
,,,,,,,,armored vehicle,1.0,0,30,30,60000,"1,800,000","1,800,000",,,,,,,,,,,, , , , , , , , , , , , , , ,
,,,,,,,,vehicle,1.0,0,178,178,60000,"10,680,000","10,680,000",,,,,,,,,,,, , , , , , , , , , , , , , ,
,,,,,,,,food ration M,1.0,0,360000,360,22,"7,920,000","7,920",,,,,,,,,,,, , , , , , , , , , , , , , ,
,,,,,,,,detonating cord,1.0,0,100000,100,99,,.,,,,,,,,,,,, , , , , , , , , , , , , , ,
,,,,,,,,lighter,1.0,0,350000,350,8,"2,800,000","2,800",,,,,,,,,,,, , , , , , , , , , , , , , ,
,,,,,,,,detonating cord,1.0,0,100000,100000,99,,.,,,,,,,,,,,, , , , , , , , , , , , , , ,
,,,,,,,,palett clothig,1.0,0,15,15,7,,.,,,,,,,,,,,, , , , , , , , , , , , , , ,
,,,,,,,,military tent,1.0,0,100,100,65,"6,500","6,500",,,,,,,,,,,, , , , , , , , , , , , , , ,
,,,,,,,,power generator,0.0,0,12,12,.,,.,,,,,,,,,,,, , , , , , , , , , , , , , ,
,,,,,,,,palett material,1.0,0,6,6,.,,.,,,,,,,,,,,, , , , , , , , , , , , , , ,
,,,,,,,,"binoculars, optics",1.0,0,125,125,43,,.,,,,,,,,,,,, , , , , , , , , , , , , , ,
,,,,,,,,hospital bed,0.0,0,1200,1200,4646,"5,575,200","5,575,200",,,,,,,,,,,, , , , , , , , , , , , , , ,
,,,,,,,,palett material for hospitals,1.0,0,18,18,.,,.,,,,,,,,,,,, , , , , , , , , , , , , , ,
,,,,,,,,OP-light,1.0,0,60,60,3000,"180,000","180,000",,,,,,,,,,,, , , , , , , , , , , , , , ,
,,,,,,,,medical protective mask,0.0,0,undisclosed,undisclosed,0,.,.,,,,,,,,,,,, , , , , , , , , , , , , , ,
,,,,,,,,sleeping bag,0.0,0,10000,10000,75,"750,000","750,000",,,,,,,,,,,, , , , , , , , , , , , , , ,
,,,,,,,,shooting glasses,1.0,0,600,600,12,.,.,,,,,,,,,,,, , , , , , , , , , , , , , ,
,,,,,,,,radio-frequency system,1.0,0,1,1,127,.,.,,,,,,,,,,,, , , , , , , , , , , , , , ,
,,,,,,,,field telephone,1.0,0,3000,3000,50,"150,000","150,000",,,,,,,,,,,, , , , , , , , , , , , , , ,
,,,,,,,,field cable for field telephone,1.0,0,5000,5000,37,"184,000","184,000",,,,,,,,,,,, , , , , , , , , , , , , , ,
,,,,,,,,field hospital ,1.0,0,1,1,5578947,"5,578,947","5,578,947",,,,,,,,,,,, , , , , , , , , , , , , , ,
,,,,,,,,field glass,1.0,0,165,165,12,.,.,,,,,,,,,,,, , , , , , , , , , , , , , ,
,,,,,,,,hospital material,1.0,0,undisclosed,undisclosed,.,.,.,,,,,,,,,,,, , , , , , , , , , , , , , ,
,,,,,,,,laser rangefinder,1.0,0,38,38,.,.,.,,,,,,,,,,,, , , , , , , , , , , , , , ,
,,,,,,,,diesel and fuel,1.0,0,undisclosed,undisclosed,.,.,.,,,,,,,,,,,, , , , , , , , , , , , , , ,
,,,,,,,,AdBlue (in tons),1.0,0,10,10,1154,"11,537","11,537",,,,,,,,,,,, , , , , , , , , , , , , , ,
,,,,,,,,wound bandage,1.0,0,500,500,1,.,.,,,,,,,,,,,, , , , , , , , , , , , , , ,
,,,,,,,,food ration M,1.0,0,500,500,22,"11,000","11,000",,,,,,,,,,,, , , , , , , , , , , , , , ,
,,,,,,,,MiG-29 spare part ,1.0,0,undisclosed,undisclosed,.,.,.,,,,,,,,,,,, , , , , , , , , , , , , , ,
,,,,,,,,electric anti-drone weapon,3.0,0,4,4,5800,"23,200","23,200",,,,,,,,,,,, , , , , , , , , , , , , , ,
,,,,,,,,vehicle,1.0,0,22,0,60000,"1,320,000",.,,,,,,,,,,,, , , , , , , , , , , , , , ,
,,,,,,,,ammunition for tanks,4.5,0,5300,0,2000,"10,600,000",.,,,,,,,,,,,, , , , , , , , , , , , , , ,
,,,,,,,,Mars II,4.0,0,3,0,2300000,"6,900,000",.,,,,,,,,,,,, , , , , , , , , , , , , , ,
,,,,,,,,fridge for hospital material,1.0,0,65,0,1689,.,.,,,,,,,,,,,, , , , , , , , , , , , , , ,
,,,,,,,,M113's refitting (collab with Danemark),4.0,0,54,0,.,.,.,,,,,,,,,,,, , , , , , , , , , , , , , ,
DEM2,Germany,26/4/2022,Military,Weapons,"BUDGET DRAWDOWN: Following ""Source of Aid 1"", on April 15 the German Chancellor  announced the provision of 2 billion EUR in additional military aid for Ukraine and neighbouring countries. Out of the total sum, we do not consider the 400 million EUR devoted to other countries and the 400 million EUR share to the European Peace Facility (EPF), which is a contribution offered by almost every EU member. Thus, we only report 1.2 billion EUR. Under the entry DEM2, we report all weapons that will be sent starting from April 15 and will be financed with the 1,2 billion EUR pledged by Scholz.","1,200,000,000",EUR,Gepard rapid-fire armored vehicle,4.0,0,30,0,7954000,"238,620,000",.,"1,200,000,000","1,200,000,000","29,983,046",Yes,https://www.bundesregierung.de/breg-de/themen/krieg-in-der-ukraine/lieferungen-ukraine-2054514,https://www.tagesschau.de/inland/scholz-ukraine-militaerhilfe-101.html,.,.,0,1,., , , , , , , , , , , , , , ,
,,4/5/2022,,,,,,Panzerhaubitze 2000,4.0,0,10,7,4500000,"45,000,000","31,500,000",,,,,,https://www.tagesspiegel.de/politik/lieferung-schwerer-waffen-ukraine-erhaelt-im-juli-erste-gepard-panzer-aus-deutschland/28363300.html,https://nextcloud.auf.bundeswehr.de/s/AqqWmDg3m5kxg5o,.,,,https://www.tagesspiegel.de/politik/erste-schwere-waffen-aus-deutschland-sieben-panzerhaubitzen-2000-in-der-ukraine-angekommen/28443496.html, , , , , , , , , , , , , , ,
,,1/6/2022,,,,,,Iris-T SLM,4.0,0,1,0,93750000,"93,750,000",.,,,,,,https://www.zeit.de/politik/deutschland/2022-06/olaf-scholz-sagt-ukraine-flugabwehrsystem-zu,.,.,,,., , , , , , , , , , , , , , ,
,,1/6/2022,,,,,,artillery radar,1.0,0,1,0,50000,"50,000",.,,,,,,Waffenlieferungen: Olaf Scholz sagt Ukraine Flugabwehrsystem zu | ZEIT ONLINE,.,.,,,., , , , , , , , , , , , , , ,
,,until 7/1/2022,,,,,,MG3 ammunition,2.5,0,5800000,0,1,"4,060,000",.,,,,,,.,.,.,,,., , , , , , , , , , , , , , ,
,,,,,,,,radar and thermal imagery system,1.0,0,8,0,397,"3,176",.,,,,,,.,.,.,,,., , , , , , , , , , , , , , ,
,,,,,,,,recognition drone,1.0,0,40,0,1147443,"45,897,728",.,,,,,,.,.,.,,,., , , , , , , , , , , , , , ,
,,,,,,,,armored vehicle,1.0,0,10,0,60000,"600,000",.,,,,,,.,.,.,,,., , , , , , , , , , , , , , ,
,,,,,,,,jamming transmitter,1.0,0,7,0,.,.,.,,,,,,.,.,.,,,., , , , , , , , , , , , , , ,
,,,,,,,,electric anti-drone weapon,3.0,0,8,0,5800,"46,400",.,,,,,,.,.,.,,,., , , , , , , , , , , , , , ,
,,,,,,,,demining set,1.0,0,4,0,365200,"1,460,800",.,,,,,,.,.,.,,,., , , , , , , , , , , , , , ,
,,,,,,,,fridge for hospital material,1.0,0,65,0,1689,"109,759",.,,,,,,.,.,.,,,., , , , , , , , , , , , , , ,
,,,,,,,,vehicle decontamination point,1.0,0,1,0,.,.,.,,,,,,.,.,.,,,., , , , , , , , , , , , , , ,
,,,,,,,,auto-injectors,1.0,0,100,0,10,993,.,,,,,,.,.,.,,,., , , , , , , , , , , , , , ,
,,,,,,,,anti-drone sensors,1.0,0,14,14,11578,"162,096","162,096",,,,,,.,.,.,,,https://www.bundesregierung.de/breg-de/themen/krieg-in-der-ukraine/lieferungen-ukraine-2054514, , , , , , , , , , , , , , ,
,,,,,,,,anti-drone cannon,3.0,0,10,10,.,.,.,,,,,,.,.,.,,,https://www.bundesregierung.de/breg-de/themen/krieg-in-der-ukraine/lieferungen-ukraine-2054514,,,,,,,,,,,,,,,
,,,,,,,,Pick-up,1.0,0,80,0,.,.,.,,,,,,.,.,.,,,.,,,,,,,,,,,,,,,
,,,,,,,,First-aid kit,1.0,0,100000,0,41,"4,101,000",.,,,,,,.,.,.,,,.,,,,,,,,,,,,,,,
DEF1,Germany,5/5/2022,Financial,Loan,Additional loan to the already existing 150 million reported in DEF1. The financial assistance is in addition to the humanitarian assistance worth 125 million EUR reported in DEH3 and the intended 140 million EUR in development aid (which we do not include since it refers an intention and not a commitment).,"150,000,000",EUR,.,.,.,.,.,.,.,.,"150,000,000","150,000,000",.,No ,https://interfax.com.ua/news/general/829945.html,.,.,.,0,0,.,,,,,,,,,,,,,,,
DEF2,Germany,19/5/2022,Financial,Grant,"Contribution of 1 billion EUR in grants, announced by the German Minister of Defence during the G7 conference on May 19, 2022. We do not report the 150 million EUR loan reported in ""Source of Aid 2"", since it is the last tranche of a credit line authorized in 2015 (more info on the credit in ""Source of Aid 3""). ","1,000,000,000",EUR,.,.,.,.,.,.,.,.,"1,000,000,000","1,000,000,000",.,No ,https://www.bloomberg.com/news/articles/2022-05-19/germany-to-contribute-1-billion-euros-of-grants-to-ukraine,https://www.sueddeutsche.de/politik/g7-deutschland-gibt-ukraine-rund-eine-milliarde-euro-dpa.urn-newsml-dpa-com-20090101-220519-99-355600,https://www.kfw.de/About-KfW/Newsroom/Latest-News/Pressemitteilungen-Details_702848.html,.,0,0,.,,,,,,,,,,,,,,,
ELH1,Greece,27/2/2022,Humanitarian,Equipment,Medical supplies. No further information on the shipment has been disclosed.,Not given,.,.,.,.,.,.,.,.,.,.,.,.,Yes,"https://www.mod.mil.gr/en/deputy-defence-minister-nikolaos-chardalias-accompanies-a-humanitarian-aid-cargo/#:~:text=humanitarian%20aid%20with-,medical%2C%20pharmaceutical%20and%20first%20aid%20material,-.%20The%20humanitarian%20aid", https://greekcitytimes.com/2022/02/28/greece-send-military-medical-ukraine/,.,.,0,0,.,,,,,,,,,,,,,,,
ELH2,Greece,18/3/2022,Humanitarian,Equipment,The Prime Minister announced that Greece would be ready to rebuild the maternity hospital in Mariupol.,Not given,.,.,.,.,.,.,.,.,.,.,.,.,Yes,"Prime Minister GR auf Twitter: „Greece is ready to rebuild the maternity hospital in Mariupol, the center of the Greek minority in Ukraine, a city dear to our hearts and symbol of the barbarity of the war.“ / Twitter",https://www.keeptalkinggreece.com/2022/03/18/greece-rebuild-maternity-hospital-mariupol/,.,.,0,0,.,,,,,,,,,,,,,,,
ELH3,Greece,3/4/2022,Humanitarian,Equipment,"A humanitarian aid package. No further information on the shipment has been disclosed. Note that even though the official source (""Source of Aid 1"") is from April 6, the actual date where it became publicly known is April 3 (""Source of Aid 2"").",Not given,.,.,.,.,.,.,.,.,.,.,.,.,Yes,"https://hellenicaid.mfa.gr/en/epikairotita/anakoinoseis/episkepse-upourgou-exoterikon-nikou.html#:~:text=On%203%20April%202022%2C%20Greek%20Minister%20of%20Foreign,relief%20to%20the%20city%E2%80%99s%20population%2C%20including%20Greek%20diaspora.",https://cyprus-digest.com/nikos-dendias-arrives-in-odessa-as-head-of-a-humanitarian-mission/,.,.,0,0,.,,,,,,,,,,,,,,,
ELH4,Greece,11/4/2022,Humanitarian,Equipment,"The package includes food, hygienic and pharmaceutical products of unknown amounts. ""Source of Aid 1"" refers directly to ELH2 (another package from the government as of April 3). Note that the source also mentions additional packages from the Hellenic Red Cross. We do not consider these shipments from the Hellenic Red Cross since they consist of private donations.",Not given,.,.,.,.,.,.,.,.,.,.,.,.,Yes,https://www.mfa.gr/en/current-affairs/statements-speeches/delivery-of-greek-humanitarian-aid-to-the-ukrainian-people-including-diaspora-greeks-in-odessa-11042022-and-departure-of-the-4th-humanitarian-mission-of-the-hellenic-red-cross-to-ukraine-odessa-12042022.html,.,.,.,0,0,.,,,,,,,,,,,,,,,
ELM1,Greece,until 3/15/2022,Military,Weapons,"Lethal weapons, in particular assault rifles and anti-tank missiles. ""Source of Aid 1"" also reports Greece's contribution to NATO, which is not included in our dataset because it is not a direct contribution to Ukraine.",Not given,USD,AK-47-type assault rifle,2.0,1,20000,20000,750,"15,000,000","15,000,000","15,158,728","14,354,856","14,354,856",Yes ,https://www.ekathimerini.com/news/1179620/greek-role-within-nato-is-upgraded/,https://www.ekathimerini.com/news/1179620/greek-role-within-nato-is-upgraded/,https://twitter.com/visegrad24/status/1504145180647170060?cxt=HHwWmIC58dGE5t8pAAAA,.,0,0,https://tass.com/world/1439267?utm_source=google.com&utm_medium=organic&utm_campaign=google.com&utm_referrer=google.com,,,,,,,,,,,,,,,
,,,,,,,,Soviet-made RPG-18 anti-tank missile launcher,3.0,1,815,815,150,"122,250","122,250",,,,,,,,,,,https://www.oryxspioenkop.com/2022/05/guns-n-greece-hellenic-support-to.html,,,,,,,,,,,,,,,
,,,,,,,,missile for Czech-made RM-70 multiple rocket launcher,4.5,1,122,122,299,"36,478","36,478",,,,,,,,,,,"https://www.thenationalherald.com/russias-ukraine-invasion-sees-greece-taking-bigger-nato-role/#:~:text=Greece%20sent%20Ukraine%20military%20equipment%20compatible%20with%20that,rocket%20launchers%2C%20aligning%20itself%20with%20NATO%E2%80%99s%20indirect%20assistance.?msclkid=6dac7726ab8911ec980d9386f90d3180",,,,,,,,,,,,,,,
